,person 1,person 2,team,# connections
482,#11 Erica Marchesini,#73 Angelica Sarti,ITA Women's,1
481,#13 Melissa Barnett,#27 Ellen Burton,GBR Women's,1
230,#5 Olivia Altenburg-Carey,#8 Jana-Marie Low,NZL Women's,1
227,#24 Christina McKeon,#55 Róisín McLelland,IRL Women's,1
225,#22 Elise Matthews,#5 Olivia Altenburg-Carey,NZL Women's,1
224,#16 Zoe Simmons,#7 Ericia Chang,NZL Women's,1
223,#18 Aine Bannon,#88 Megan O'Regan-Artaud,IRL Women's,1
222,#10 Caoimhe Cunningham,#26 Lara Collier,IRL Women's,1
221,#10 Caoimhe Cunningham,#42 Mary Kate Geehan,IRL Women's,1
220,#55 Róisín McLelland,#88 Megan O'Regan-Artaud,IRL Women's,1
217,#77 Hannah Wilson,#8 Ava Lehane,IRL Women's,1
215,#21 MEIWEN HU,#40 HAITANG ZHANG,CHN Women's,1
214,#40 HAITANG ZHANG,#87 QIN YANG,CHN Women's,1
69,#15 Layne Dodge,#33 Erica Birdsong,USA Women's,1
211,#11 Amy Moran,#14 Meghan Healy,IRL Women's,1
210,#18 Aine Bannon,#77 Hannah Wilson,IRL Women's,1
206,#24 Christina McKeon,#72 Emma Pichot,IRL Women's,1
205,#13 Agnes Lindenthal,#16 Johanna Meyer-Bothling,GER Women's,1
200,#13 Agnes Lindenthal,#75 Charlotte Schall,GER Women's,1
198,#26 Lara Collier,#77 Hannah Wilson,IRL Women's,1
196,#5 Luisa Graefer,#75 Charlotte Schall,GER Women's,1
194,#2 Frida Rücker,Callahan-goal,GER Women's,1
193,#19 Milena Kintrup,#2 Frida Rücker,GER Women's,1
192,#2 Frida Rücker,#3 Rebecca Reimann,GER Women's,1
191,#4 Lucy Deller,#5 Matilda Needle,AUS Women's,1
190,#20 Ann-Kathrin Blum,#75 Charlotte Schall,GER Women's,1
188,#3 Julie Chong,#86 Saelea Muduioa,AUS Women's,1
185,#36 Pia Bankwitz,#5 Luisa Graefer,GER Women's,1
229,#0 Emily McAuley-Scott,#4 Emma Whitlock,NZL Women's,1
231,#13 Sophie Mance,#99 Zaria Ireland,NZL Women's,1
278,#13 Jing Ting Tonya Heng,#42 Seraphina Chia Pei Ying,SGP Women's,1
238,#18 Hannah Nandan,#21 Kathryn Buckser,AUS Women's,1
276,#12 IKUMI KISHIDA,#23 AYURI KAWAYANAGI,JPN Women's,1
275,#0 NAAYA SUZUKI,#8 NANAKO KOIZUMI,JPN Women's,1
274,#29 YUI NISHIDE,#88 MAYUKA TAKADA,JPN Women's,1
269,#30 YURONG HUANG,#57 XINYI HU,CHN Women's,1
268,#2 Helena Terry,#87 Anna Cairns,NZL Women's,1
267,#7 Ericia Chang,#70 Rose Ursem,NZL Women's,1
265,#15 Stephanie Fransen,#70 Rose Ursem,NZL Women's,1
264,#6 SIWEI XU,#99 LU ZHANG,CHN Women's,1
263,#40 HAITANG ZHANG,#41 SIYI WU,CHN Women's,1
262,#6 Ella Lamb,#99 Zaria Ireland,NZL Women's,1
258,#12 Julia Cabai,#6 Pania Preston,AUS Women's,1
257,#20 May Lee Rickards-Tang,#25 Zoe O'Connor,AUS Women's,1
255,#20 May Lee Rickards-Tang,#24 Hannah Sheers,AUS Women's,1
67,#12 Lisa Schütz,#3 Rebecca Reimann,GER Women's,1
253,#14 Angela Pidgeon,#24 Hannah Sheers,AUS Women's,1
252,#22 Elise Matthews,#4 Emma Whitlock,NZL Women's,1
250,#12 Julia Cabai,#3 Julie Chong,AUS Women's,1
249,#1 Reyer Carpenter,#25 Zoe O'Connor,AUS Women's,1
248,#10 Shelby Thompson,#77 Thea Osmond,AUS Women's,1
246,#10 Shelby Thompson,#18 Hannah Nandan,AUS Women's,1
244,#26 ZUOHAN LIU,#99 LU ZHANG,CHN Women's,1
243,#1 Reyer Carpenter,#3 Julie Chong,AUS Women's,1
242,#21 Kathryn Buckser,#24 Hannah Sheers,AUS Women's,1
241,#24 Hannah Sheers,#6 Pania Preston,AUS Women's,1
239,#1 Reyer Carpenter,#4 Lucy Deller,AUS Women's,1
184,#24 Hannah Sheers,#28 Ashley Teo,AUS Women's,1
70,#36 Pia Bankwitz,#75 Charlotte Schall,GER Women's,1
180,#25 Charlotte Pfister,#77 Isabell Wolf,GER Women's,1
179,#11 Julia Giurgiu,#7 Ericia Chang,NZL Women's,1
130,#14 Sarah Jacobsohn,#25 Naomi Peterson,CAN Women's,1
129,#28 Rachel Cooc,#70 Maude Roy,CAN Women's,1
127,#0 Pénélope Robert,#70 Maude Roy,CAN Women's,1
124,#13 Joy Zhou,#67 Tiffany Zhang,CAN Women's,1
123,#67 Tiffany Zhang,#8 Oliana Chan,CAN Women's,1
121,#12 Taya Nicholson,#8 Jana-Marie Low,NZL Women's,1
118,#11 Helena Tremblay,#12 Andrea Moir,CAN Women's,1
113,#15 Julia Bisson,#3 Reissa Lee-Chan,CAN Women's,1
111,#12 Andrea Moir,#2 Jolene Zheng,CAN Women's,1
108,#38 MENGYAO MA,#99 LU ZHANG,CHN Women's,1
106,#20 Roxanne Goderre,#93 Mika Kurahashi,CAN Women's,1
103,#15 Julia Bisson,#70 Maude Roy,CAN Women's,1
102,#12 Andrea Moir,#26 Stephanie Siu,CAN Women's,1
97,#2 Emily Kemp,#82 Claire Schmitt,USA Women's,1
96,#11 Helena Tremblay,#14 Sarah Jacobsohn,CAN Women's,1
95,#15 Julia Bisson,#28 Rachel Cooc,CAN Women's,1
92,#33 Erica Birdsong,#5 Marguerite Downey,USA Women's,1
91,#14 Sarah Jacobsohn,#8 Oliana Chan,CAN Women's,1
90,#14 Sarah Jacobsohn,#67 Tiffany Zhang,CAN Women's,1
89,#11 Dawn Culton,#44 Stacy Gaskill,USA Women's,1
88,#17 Madison Ong,#67 Tiffany Zhang,CAN Women's,1
87,#12 Stephanie Phillips,#7 Abigail Hecko,USA Women's,1
85,#11 Dawn Culton,#29 Rachel Chang,USA Women's,1
84,#12 Stephanie Phillips,#44 Stacy Gaskill,USA Women's,1
82,#21 Theresa Yu,#82 Claire Schmitt,USA Women's,1
132,#4 Lucy Deller,#86 Saelea Muduioa,AUS Women's,1
135,#28 Rachel Cooc,#67 Tiffany Zhang,CAN Women's,1
137,#22 Anna Ly,#25 Zoe O'Connor,CAN Women's,1
165,#14 Sarah Jacobsohn,#28 Rachel Cooc,CAN Women's,1
177,#12 Lisa Schütz,#55 Alina Hermeking,GER Women's,1
176,#31 Lily-Belle Sawyer,#99 Zaria Ireland,NZL Women's,1
175,#18 Saida Städtler,#25 Charlotte Pfister,GER Women's,1
174,#26 Laura Klimesch,#5 Luisa Graefer,GER Women's,1
173,#27 Meike Thörner,#55 Alina Hermeking,GER Women's,1
172,#11 Emma Falke,#55 Alina Hermeking,GER Women's,1
171,#27 Meike Thörner,#75 Charlotte Schall,GER Women's,1
170,#20 Ann-Kathrin Blum,Callahan-goal,GER Women's,1
169,#40 HAITANG ZHANG,#6 SIWEI XU,CHN Women's,1
71,#7 Abigail Hecko,#82 Claire Schmitt,USA Women's,1
166,#17 Madison Ong,#20 Roxanne Goderre,CAN Women's,1
163,#12 Lisa Schütz,#18 Saida Städtler,GER Women's,1
75,#10 Alyssa Ehrhardt,#77 Emma Williamson,USA Women's,1
162,#55 Alina Hermeking,#75 Charlotte Schall,GER Women's,1
73,#25 Charlotte Pfister,#55 Alina Hermeking,GER Women's,1
156,#14 Sarah Jacobsohn,#20 Roxanne Goderre,CAN Women's,1
155,#10 Miu Shiraiwa,Callahan-goal,CAN Women's,1
154,#11 Helena Tremblay,#2 Jolene Zheng,CAN Women's,1
153,#19 Marie Levesque,#3 Reissa Lee-Chan,CAN Women's,1
152,#39 Emma Urness,#93 Mika Kurahashi,CAN Women's,1
151,#19 Marie Levesque,#2 Jolene Zheng,CAN Women's,1
144,#6 Pania Preston,#77 Thea Osmond,AUS Women's,1
143,#2 Jolene Zheng,#25 Naomi Peterson,CAN Women's,1
141,#19 Marie Levesque,#26 Stephanie Siu,CAN Women's,1
277,#29 YUI NISHIDE,Callahan-goal,JPN Women's,1
279,#2 ASUKA KATAGIRI,#88 MAYUKA TAKADA,JPN Women's,1
480,#27 Ellen Burton,#76 Róisín Lynch,GBR Women's,1
432,#15 Clara Amalia Lazzaris,#73 Angelica Sarti,ITA Women's,1
426,#5 Camille Bernier,#73 Angelica Sarti,ITA Women's,1
424,#97 Maria Ferrero,#99 Maria Aidonis,ITA Women's,1
422,#11 Vanessa Pinilla,#80 Anni sierra,COL Women's,1
421, ,#11 Vanessa Pinilla,COL Women's,1
419,#11 Vanessa Pinilla,#15 Lina Mojica,COL Women's,1
416,#29 Ivana García,#5 María José Mejía Soto,COL Women's,1
414,#34 Katie Trim,#88 Jessie Liu,GBR Women's,1
412,#4 Jenny Medina,#6 Valentina Aristizábal,COL Women's,1
411,#26 Emily Hill,#36 Emily Stewart,GBR Women's,1
408,#37 Matilda Mason,#88 Jessie Liu,GBR Women's,1
407,#10 Marina Symington,#36 Emily Stewart,GBR Women's,1
406,#34 Katie Trim,#71 Eleanor Zsazsa Kemp,GBR Women's,1
405,#26 Emily Hill,#38 Eva Caie,GBR Women's,1
60,#4 Clare Gilheany,#42 Mary Kate Geehan,IRL Women's,1
402,#14 Gabriela Gómez,#15 Lina Mojica,COL Women's,1
400, ,#14 Gabriela Gómez,COL Women's,1
399,#34 Katie Trim,#37 Matilda Mason,GBR Women's,1
398,#74 Maja Ortner,#99 Nina Pansy,AUT Women's,1
396,#7 Andrea Bustamante,#72 Camila Muñoz,COL Women's,1
395,#3 Laura Arango,#44 Salome Atehortua,COL Women's,1
392,#13 Valentina Heberle,#14 Gabriela Gómez,COL Women's,1
390,#13 Rosa Wutti,#19 Corinna Breitweiser,AUT Women's,1
389,#27 Mira Petz,#83 Katarina Ninaus,AUT Women's,1
388,#38 Romina Seiler,#74 Maja Ortner,AUT Women's,1
387,#70 Stefanie Krivda,#99 Nina Pansy,AUT Women's,1
429,#2 Teresa Brugnoli,#27 Matilde Mascellani,ITA Women's,1
435,#61 Siti Aisyah Binte Andry Erfanto,#77 Vivian Ho Tsai Wei,SGP Women's,1
281,#12 IKUMI KISHIDA,#9 TSUGUMI KITA,JPN Women's,1
437,#27 Matilde Mascellani,#73 Angelica Sarti,ITA Women's,1
477,#19 Corinna Breitweiser,#83 Katarina Ninaus,AUT Women's,1
476,#73 Angelica Sarti,#99 Maria Aidonis,ITA Women's,1
473,#74 Maja Ortner,#83 Katarina Ninaus,AUT Women's,1
472,#11 Erica Marchesini,#99 Maria Aidonis,ITA Women's,1
471,#19 Corinna Breitweiser,#70 Stefanie Krivda,AUT Women's,1
469,#13 Margherita Nicotra,#6 Sara Bonacini,ITA Women's,1
465,#16 Philippa Podstatzky,#19 Corinna Breitweiser,AUT Women's,1
464,#10 Francesca Ugolini,#24 Caterina Buoso,ITA Women's,1
462,#3 Elisa Cappucci,#6 Sara Bonacini,ITA Women's,1
459,#22 Beatrice Di Lauro,#50 Chiara Gardenghi,ITA Women's,1
458,#12 Emma Collina,#48 Martina Bartoli,ITA Women's,1
58,#24 Kira Flores,#72 Ezra Weybright,USA Women's,1
454,#24 Caterina Buoso,#5 Camille Bernier,ITA Women's,1
453,#22 Beatrice Di Lauro,#25 Agnese Cosentino,ITA Women's,1
452,#97 Maria Ferrero,Callahan-goal,ITA Women's,1
451,#7 Giulia Cristofolini,Callahan-goal,ITA Women's,1
450,#10 Francesca Ugolini,#73 Angelica Sarti,ITA Women's,1
449,#25 Agnese Cosentino,#27 Matilde Mascellani,ITA Women's,1
446,#48 Martina Bartoli,#73 Angelica Sarti,ITA Women's,1
445,#12 Emma Collina,#97 Maria Ferrero,ITA Women's,1
444,#19 Kristin Angela Narag,#27 Deepa Ivyette David,PHI Women's,1
443,#27 Jeraldine Leong Jia Yi,#60 Vivien Xia Xin Tong,SGP Women's,1
441,#22 Beatrice Di Lauro,#5 Camille Bernier,ITA Women's,1
440,#23 Silvia Zogmeister,#7 Giulia Cristofolini,ITA Women's,1
439,#11 Wanyi Zhang,#27 Jeraldine Leong Jia Yi,SGP Women's,1
384,#27 Valeria Moreno Martínez,#80 Anni sierra,COL Women's,1
383,#14 Gabriela Gómez,#6 Valentina Aristizábal,COL Women's,1
379,#11 Vanessa Pinilla,#44 Salome Atehortua,COL Women's,1
376,#33 Margarita Lucia Racho,#4 Abigail Gerlyn Abing,PHI Women's,1
327,#73 YURI MORITA,#91 MITSUKI TSUNEZUMI,JPN Women's,1
326,#29 YUI NISHIDE,#91 MITSUKI TSUNEZUMI,JPN Women's,1
325,#7 RINA TSUTSUMI,#88 MAYUKA TAKADA,JPN Women's,1
324,#23 AYURI KAWAYANAGI,#71 KARIN UENO,JPN Women's,1
321,#21 SUZUNO UESADA,#79 MEI MAMIYA,JPN Women's,1
320,#57 OHKI KAHO,#9 TSUGUMI KITA,JPN Women's,1
319,#24 MIRI MATSUZAKI,#5 AYA HINAGO,JPN Women's,1
318,#26 Emily Hill,#71 Eleanor Zsazsa Kemp,GBR Women's,1
317,#2 ASUKA KATAGIRI,#89 HIKARI HASHIZUME,JPN Women's,1
312,#0 NAAYA SUZUKI,#2 ASUKA KATAGIRI,JPN Women's,1
309,#16 KARIN SOMEYA,#7 RINA TSUTSUMI,JPN Women's,1
308,#73 YURI MORITA,#8 NANAKO KOIZUMI,JPN Women's,1
307,#15 KANNA SOGABE,#88 MAYUKA TAKADA,JPN Women's,1
305,#18 Nikola Hübl,#74 Maja Ortner,AUT Women's,1
304,#0 NAAYA SUZUKI,#57 OHKI KAHO,JPN Women's,1
302,#88 MAYUKA TAKADA,#9 TSUGUMI KITA,JPN Women's,1
300,#1 MEIRI ITO,#23 AYURI KAWAYANAGI,JPN Women's,1
299,#79 MEI MAMIYA,#88 MAYUKA TAKADA,JPN Women's,1
298,#15 KANNA SOGABE,#91 MITSUKI TSUNEZUMI,JPN Women's,1
295,#10 YUYU NAKAE,#15 KANNA SOGABE,JPN Women's,1
292,#29 YUI NISHIDE,#7 RINA TSUTSUMI,JPN Women's,1
290,#57 OHKI KAHO,#89 HIKARI HASHIZUME,JPN Women's,1
288,#17 KANAMI UCHIDA,#91 MITSUKI TSUNEZUMI,JPN Women's,1
287,#1 MEIRI ITO,#33 RIYU SHIMIZU,JPN Women's,1
282,#24 MIRI MATSUZAKI,#3 KASUMI NASU,JPN Women's,1
328,#0 NAAYA SUZUKI,#15 KANNA SOGABE,JPN Women's,1
329,#9 TSUGUMI KITA,#91 MITSUKI TSUNEZUMI,JPN Women's,1
331,#33 RIYU SHIMIZU,#81 ASUKA MORIOKA,JPN Women's,1
352,#2 ASUKA KATAGIRI,#73 YURI MORITA,JPN Women's,1
375,#11 Vanessa Pinilla,#16 Sofía Montoya,COL Women's,1
373,#13 Valentina Heberle,#15 Lina Mojica,COL Women's,1
61,#10 Alyssa Ehrhardt,#29 Rachel Chang,USA Women's,1
369,#14 Gabriela Gómez,#4 Jenny Medina,COL Women's,1
365,#15 Christine Seow Sok Xuan,#5 Valerie Yong Wai Yan,SGP Women's,1
364,#13 Valentina Heberle,#3 Laura Arango,COL Women's,1
357,#14 Gabriela Gómez,#92 Michelle Moreno,COL Women's,1
356,#3 Laura Arango,#5 María José Mejía Soto,COL Women's,1
355,#12 IKUMI KISHIDA,#33 RIYU SHIMIZU,JPN Women's,1
354,#0 NAAYA SUZUKI,#9 TSUGUMI KITA,JPN Women's,1
353,#24 MIRI MATSUZAKI,#79 MEI MAMIYA,JPN Women's,1
351,#11 Vanessa Pinilla,#6 Valentina Aristizábal,COL Women's,1
334,#10 Francesca Ugolini,#22 Beatrice Di Lauro,ITA Women's,1
349,#3 KASUMI NASU,#33 RIYU SHIMIZU,JPN Women's,1
347,#73 YURI MORITA,#9 TSUGUMI KITA,JPN Women's,1
345,#15 KANNA SOGABE,#3 KASUMI NASU,JPN Women's,1
66,#11 Dawn Culton,#82 Claire Schmitt,USA Women's,1
343,#16 KARIN SOMEYA,#29 YUI NISHIDE,JPN Women's,1
341,#71 KARIN UENO,#81 ASUKA MORIOKA,JPN Women's,1
340,#48 Martina Bartoli,#5 Camille Bernier,ITA Women's,1
339,#2 ASUKA KATAGIRI,#8 NANAKO KOIZUMI,JPN Women's,1
338,#2 ASUKA KATAGIRI,#81 ASUKA MORIOKA,JPN Women's,1
337,#24 MIRI MATSUZAKI,#71 KARIN UENO,JPN Women's,1
336,#16 KARIN SOMEYA,#79 MEI MAMIYA,JPN Women's,1
887,#13 Kevin Tong,#3 Zachary Tottle,CAN Open,1
890,#13 Kevin Tong,#86 Jakob Brissette,CAN Open,1
1701,#12 Stephanie Phillips,#72 Ezra Weybright,USA Women's,1
1426,#0 KODAI SHIMOYAMADA,#70 NAO KOSHIISHI,JPN Mixed,1
1424,#11 Emily Atkinson,#88 Cameron Weir,GBR Mixed,1
1423,#15 Joshua East,#88 Cameron Weir,GBR Mixed,1
1422,#21 TOSHIKI TSUKADA,#57 HIROTO MATSUHASHI,JPN Mixed,1
1421,#11 MIHO GOTO,#3 SHUTO NAGAI,JPN Mixed,1
1420,#19 Sophie Wong,#99 Jack Halkyard,GBR Mixed,1
1418,#15 Joshua East,#22 Madeleine Leong,GBR Mixed,1
1416,#2 Nell Ridgeway,#25 Ben Tang,GBR Mixed,1
1409,#63 Ryan Kapma,#88 Cameron Weir,GBR Mixed,1
1408,#15 Joshua East,#19 Sophie Wong,GBR Mixed,1
20,#29 Rachel Chang,#7 Abigail Hecko,USA Women's,1
1406,#37 Jet Hilborne,#66 Tauhid Ibrahim,GBR Mixed,1
1404,#72 MANA OYA,#92 AYU KATAOKA,JPN Mixed,1
1403,#44 Sasha Haines,#99 Jack Halkyard,GBR Mixed,1
1401,#17 KOSUKE OKAMOTO,#22 ANRI HOSOTANI,JPN Mixed,1
21,#77 Emma Williamson,#8 Caroline Tornquist,USA Women's,1
1396,#11 SHIYI LIU,#89 ENXIANG YAN,CHN Mixed,1
1395,#4 MAHIRO ADACHI,#92 AYU KATAOKA,JPN Mixed,1
1394,#14 LINGYAO JIAN,#55 WENQING WANG,CHN Mixed,1
1393,#14 YURI KOKIDO,#34 TOSHIKI ISHI,JPN Mixed,1
1392,#17 KOSUKE OKAMOTO,#23 MOMOKA KASAHARA,JPN Mixed,1
1388,#14 YURI KOKIDO,#4 MAHIRO ADACHI,JPN Mixed,1
1385,#70 NAO KOSHIISHI,#9 AOBA YAMADA,JPN Mixed,1
1384,#22 ANRI HOSOTANI,#9 AOBA YAMADA,JPN Mixed,1
1383,#1 AKANE SUZUKI,#7 NAOYA TAKAHASHI,JPN Mixed,1
1382,#14 YURI KOKIDO,#5 AYUMU TAKAI,JPN Mixed,1
1425,#22 ANRI HOSOTANI,#24 HARUNA OKAMOTO,JPN Mixed,1
1427,#14 YURI KOKIDO,#92 AYU KATAOKA,JPN Mixed,1
1377,#10 Ethan Joseph Medina Li,#9 Tai Tsui Yeung,HKG Mixed,1
1428,#17 KOSUKE OKAMOTO,#39 YAMATO YUNOKI,JPN Mixed,1
1476,#8 Leah Atkins,#88 Cameron Weir,GBR Mixed,1
1474,#1 ZHAOJIE ZHOU,#33 SHANSHAN JIANG,CHN Mixed,1
1473,#28 Rosamond Bailey,#88 Cameron Weir,GBR Mixed,1
1472,#12 Sam Choo,#28 Rosamond Bailey,GBR Mixed,1
1468,#1 Ben Andrews,#88 Cameron Weir,GBR Mixed,1
1467,#2 Nell Ridgeway,#72 Hannah Quinn,GBR Mixed,1
1462,#25 Ben Tang,#88 Cameron Weir,GBR Mixed,1
1461,#33 Alex Vero,#99 Jack Halkyard,GBR Mixed,1
1460,#37 Jet Hilborne,#8 Leah Atkins,GBR Mixed,1
1458,#2 Nell Ridgeway,#88 Cameron Weir,GBR Mixed,1
1453,#12 Cristian Suanca,#7 Valentina Ramos,COL Mixed,1
1452,#33 SHANSHAN JIANG,#99 YI ZHANG,CHN Mixed,1
1450,#10 Ana Giron,#88 Ana Umaña,COL Mixed,1
18,#29 Rachel Chang,#44 Stacy Gaskill,USA Women's,1
1448,#36 XIN JI,#99 YI ZHANG,CHN Mixed,1
1447,#12 Cristian Suanca,#88 Ana Umaña,COL Mixed,1
1446,#7 Valentina Ramos,#96 Laura Sofía Monroy,COL Mixed,1
1442,#2 YUYAN WANG,#33 SHANSHAN JIANG,CHN Mixed,1
1441,#14 Santiago de los Caballeros Contreras,#33 Jacobo Posada,COL Mixed,1
1438,#55 WENQING WANG,#77 HAO YAN,CHN Mixed,1
1437,#0 KODAI SHIMOYAMADA,#3 SHUTO NAGAI,JPN Mixed,1
1435,#14 YURI KOKIDO,#99 MOE NISHIDA,JPN Mixed,1
1434,#2 TETTA HAMADA,#7 NAOYA TAKAHASHI,JPN Mixed,1
1432,#28 Daniela Criollo,#80 Nicolás González,COL Mixed,1
1431,#0 KODAI SHIMOYAMADA,#21 TOSHIKI TSUKADA,JPN Mixed,1
1380,#21 TOSHIKI TSUKADA,#22 ANRI HOSOTANI,JPN Mixed,1
1376,#40 Ka Chun Fong,#43 Ho Owen Chan,HKG Mixed,1
893,#12 Brandon Adibe,#7 Justin Podnar,CAN Open,1
1332,#48 Anton Schumann,#92 Elena Janowicz,GER Mixed,1
1328,#38 Abigail Shilts,#5 Aidan Downey,USA Mixed,1
1327,#10 Nicole Chan,#4 Sarah Vondoepp,USA Mixed,1
1326,#16 Alexander Merriman,#38 Abigail Shilts,USA Mixed,1
1325,#26 Ava Hanna,#6 Cole Moore,USA Mixed,1
1323,#11 Sara Liang,#3 Leo Sovell-Fernandez,USA Mixed,1
1322,#10 Nicole Chan,#22 Olivia Goss,USA Mixed,1
1321,#21 Carl Christensen,#34 Gustav Arnold,GER Mixed,1
1,#1 Chloe Hakimi,#10 Alyssa Ehrhardt,USA Women's,1
1309,#16 Alexander Merriman,#52 Chackgarin Brown,USA Mixed,1
1308,#11 Sara Liang,#26 Ava Hanna,USA Mixed,1
1307,#16 Alexander Merriman,#5 Aidan Downey,USA Mixed,1
1301,#2 Jack Keddy,#24 Nikki Whyte,NZL Mixed,1
1298,#12 Declan Miller,#73 Clara Stewart,USA Mixed,1
1296,#17 Hayden Austin-Knab,#8 Kailyn Lowder,USA Mixed,1
1294,#6 Wai Sze Ho,#91 Wing Sum Ching,HKG Mixed,1
1293,#18 Axel Agami Contreras,#34 Henry Ing,USA Mixed,1
1291,#10 Ethan Joseph Medina Li,#43 Ho Owen Chan,HKG Mixed,1
1282,#18 Wiebe van den Brink,#2 Emiel Bos,NED Open,1
1281,#12 YUCHEN HUA,#3 MAOSEN SHANG,CHN Open,1
1280,#44 Aäron Morsen,#53 Filip Molnár,NED Open,1
1279,#3 MAOSEN SHANG,#7 HUICHENG LI,CHN Open,1
1278,#12 YUCHEN HUA,#7 HUICHENG LI,CHN Open,1
1276,#12 YUCHEN HUA,#20 JITING LI,CHN Open,1
1275,#7 HUICHENG LI,#78 KEHAN YAN,CHN Open,1
1272,#69 DONGXUAN LI,#81 JIAYI HAN,CHN Open,1
1330,#34 Gustav Arnold,#71 Paul Ellsiepen,GER Mixed,1
1334,#41 Hoi Ching Natalie So,#8 Ka Lok Ethan Lau,HKG Mixed,1
1375,#2 Jack Keddy,#72 Maringi Hogan,NZL Mixed,1
1335,#43 Ho Owen Chan,#82 Jago Mario Long Hymn Chan,HKG Mixed,1
1373,#42 Yin Lam Lai,#51 Meagan Chau,HKG Mixed,1
1372,#52 Bridget Forsyth,#74 Olivia Judd,NZL Mixed,1
1370,#24 Nikki Whyte,#31 Lucas Willcock,NZL Mixed,1
1369,#2 Jack Keddy,#74 Olivia Judd,NZL Mixed,1
1368,#10 Ethan Joseph Medina Li,#82 Jago Mario Long Hymn Chan,HKG Mixed,1
1366,#0 Kent Willcock,#4 Ai Nee Looi,NZL Mixed,1
1363,#21 Annemarie le Grelle,#31 Lucas Willcock,NZL Mixed,1
1362,#1 Jayden Frost,#52 Bridget Forsyth,NZL Mixed,1
1360,#0 Kent Willcock,#22 Morgan O'Hara,NZL Mixed,1
1359,#71 Paul Ellsiepen,#97 Marta Orzechowski,GER Mixed,1
1357,#62 Conor Doherty,#72 Maringi Hogan,NZL Mixed,1
1356,#8 Moritz Wehrheim,#81 Malwine Lühder,GER Mixed,1
1354,#0 Kent Willcock,#72 Maringi Hogan,NZL Mixed,1
1353,#42 Tristan Bücker,#97 Marta Orzechowski,GER Mixed,1
1351,#48 Anton Schumann,#81 Malwine Lühder,GER Mixed,1
1350,#19 Keita Perry,#31 Lucas Willcock,NZL Mixed,1
1349,#22 Morgan O'Hara,#52 Bridget Forsyth,NZL Mixed,1
1347,#1 Jayden Frost,#21 Annemarie le Grelle,NZL Mixed,1
1346,#22 Orestis Vaysi,#48 Anton Schumann,GER Mixed,1
1345,#4 Juri Winter,#92 Elena Janowicz,GER Mixed,1
1342,#9 Tai Tsui Yeung,#91 Wing Sum Ching,HKG Mixed,1
1341,#42 Tristan Bücker,#81 Malwine Lühder,GER Mixed,1
1338,#42 Tristan Bücker,#48 Anton Schumann,GER Mixed,1
1337,#21 Ka Yuen Cheung,#43 Ho Owen Chan,HKG Mixed,1
1336,#17 Franziska Balzer,#92 Elena Janowicz,GER Mixed,1
1477,#22 Madeleine Leong,#48 William Wretham,GBR Mixed,1
1478,#2 Nell Ridgeway,#33 Alex Vero,GBR Mixed,1
1479,#15 Joshua East,#72 Hannah Quinn,GBR Mixed,1
1646,#13 Justin Luo,#91 Cameron Kennedy,CAN Mixed,1
1644,#12 Zachary Armstrong,#21 dax Miller,CAN Mixed,1
1643,#17 Meagan Gillis,#37 Calvin Coulbury,CAN Mixed,1
1641,#21 Sonja Colmsjö,#5 Alexander Hermansson,SWE Mixed,1
1639,#17 Meagan Gillis,#74 Filip Kragl,CAN Mixed,1
1637,#18 Alva Angergård,#36 Cornelia Oscarsson,SWE Mixed,1
1635,#13 Justin Luo,#9 Logan Keillor,CAN Mixed,1
1634,#70 Ludwig Jorman Bergholm,#71 Adam Blomgren,SWE Mixed,1
1632,#19 Felix Leonard,#37 Calvin Coulbury,CAN Mixed,1
1631,#18 Brianna Prentice,#42 James Carr-Pries,CAN Mixed,1
1628,#42 James Carr-Pries,#7 Emily Kavanagh,CAN Mixed,1
1627,#14 Avery Lee-Pii,#91 Cameron Kennedy,CAN Mixed,1
1624,#27 Grant MacDonald,#9 Logan Keillor,CAN Mixed,1
1621,#10 Caitlin Cho,#9 Logan Keillor,CAN Mixed,1
1620,#35 Amelie Marshall,#7 Emily Kavanagh,CAN Mixed,1
1619,#12 Zachary Armstrong,#71 Ben Simmonds,CAN Mixed,1
1616,#28 Tyler Gunasekera,#74 Filip Kragl,CAN Mixed,1
1615,#57 SHIH-YU HSIAO,#99 JIA-FONG LIN,TPE Mixed,1
8,#22 Kennedy McCarthy,#5 Marguerite Downey,USA Women's,1
1611,#69 YUEH-CHIEN LI,#98 XIANG-TING HUANG,TPE Mixed,1
1610,#14 Avery Lee-Pii,#74 Filip Kragl,CAN Mixed,1
9,#22 Kennedy McCarthy,#8 Caroline Tornquist,USA Women's,1
10,#15 Layne Dodge,#18 Clil Phillips,USA Women's,1
1606,#12 Zachary Armstrong,#28 Tyler Gunasekera,CAN Mixed,1
1604,#31 PIN-HAN CHENG,#98 XIANG-TING HUANG,TPE Mixed,1
1602,#2 KUAN-LUN LIN,#71 CHUN-YI WU,TPE Mixed,1
1645,#12 Zachary Armstrong,#18 Brianna Prentice,CAN Mixed,1
1647,#7 Emily Kavanagh,#71 Ben Simmonds,CAN Mixed,1
1480,#11 Emily Atkinson,#54 Ben Tempest,GBR Mixed,1
1649,#11 Charles Guay,#28 Tyler Gunasekera,CAN Mixed,1
1700,#34 Katie Trim,#4 Emily Parkinson,GBR Women's,1
1699,#1 Chloe Hakimi,#82 Claire Schmitt,USA Women's,1
